Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soma de Consumo,Rótulos de Coluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rótulos de Linha,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,2024-05-01 00:00:00,2024-06-01 00:00:00,2024-07-01 00:00:00,2024-08-01 00:00:00,2024-09-01 00:00:00,2024-10-01 00:00:00,2024-11-01 00:00:00,2024-12-01 00:00:00,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,Total Geral
"27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",141397.28399999999,150862.68800000002,162140.00999999998,160082.174,156618.86599999998,155879.34399999998,155578.828,162347.278,159262.47,159764.327,161715.011,151017.744,153589.17200000002,165544.81399999998,174857.177,181463.608,186556.893,180749.369,180605.33400000003,185142.44300000003,183509.602,190856.225,196932.206,177796.124,171160.432,187611.544,191200.727,193466.17699999997,191236.508,191681.03699999998,5160625.415999999
28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,203565.12900000002,159286.62699999998,303200.431,243832.73500000004,219744.635,235794.59100000001,230072.93299999996,239487.733,243773.73599999998,234749.355,237780.188,224103.296,202305.076,227610.05299999996,238069.256,242416.095,244593.96600000001,234475.65599999996,233944.695,250789.713,248860.42700000003,247769.67500000005,267822.203,232541.09999999998,220714.27800000002,254477.96300000002,261152.234,258481.105,256583.17700000003,253977.63,7151975.691000001
"30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",53668.560000000005,54424.945,63309.176999999996,57302.91599999999,57977.05900000001,53333.753,55130.97200000001,59914.200000000004,57987.568,57443.63799999999,59424.462999999996,54630.562999999995,56864.04,58408.35600000001,59349.143000000004,62109.82000000001,61474.869,54441.627,57810.91099999999,62197.52799999999,60304.51700000001,62645.526999999995,63618.712,54918.185,63552.626000000004,61493.69700000001,59336.712999999996,65598.52399999999,63915.03800000001,60966.837,1773554.484
31 - FABRICAÇÃO DE MÓVEIS,80610.26000000001,82857.131,93092.66100000001,93738.888,89434.144,94200.891,92248.594,95979.09800000001,98154.90099999998,95905.872,99485.763,91862.39899999999,81806.048,94091.695,100547.31599999999,102909.157,105206.229,102262.18099999998,104361.676,112524.99899999998,110603.109,109811.968,112989.80599999998,102215.893,88916.677,99634.261,100212.537,102883.737,104334.85699999999,105079.823,2947962.5710000005
32 - FABRICAÇÃO DE PRODUTOS DIVERSOS,90199.355,96325.814,100336.894,109107.23300000001,99105.984,103173.94200000001,100256.57500000001,101290.31,106134.598,103909.92200000002,106527.56,103207.568,88948.04699999999,97257.001,103109.30299999999,106563.81400000001,107250.633,98473.96399999999,98920.793,105212.451,107157.926,109036.637,93601.24899999998,87053.553,79652.951,90391.495,90686.902,90767.014,90397.92099999999,90032.254,2954089.6629999997
"33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",20024.656000000003,21796.124999999996,21927.715000000004,23256.601,20336.165,21274.557,21137.396999999997,19319.434999999998,21233.714999999997,20898.363000000005,21199.987,23186.021999999997,27426.494,33662.355,29708.971,31473.741999999995,31320.936999999998,30228.025,29341.744,29997.236,31456.794,32146.491999999995,32578.782,31045.224,28524.395999999997,29247.124,28719.816000000003,30318.035000000003,30266.752000000004,27710.64,800764.2969999999
"35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES",48723.55300000001,49267.299000000006,51938.61600000001,55574.565,47457.54899999999,29801.74,29155.245,26518.727,31580.961,30427.358999999997,35166.861000000004,36434.74,44445.95300000001,51877.962999999996,52387.95,54215.75200000001,44056.604,34447.124,35165.796,37618.934,38192.388000000006,42177.53600000001,47101.847,51278.485,57292.295,56041.907,57162.969,58997.865999999995,52615.261,39570.735,1326694.5799999998
"36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",18190.474,16246.655999999999,17679.289,23828.569,24422.415999999997,24630.36,24896.823,27835.347,28805.688,29235.603999999996,28390.504999999997,27425.713999999996,22531.685,18031.265000000003,20983.408,20147.884,18312.236999999997,19713.415999999997,21664.989,22313.061,22933.821,23726.514,23379.021000000004,23236.397999999994,22403.355000000003,21009.924,22509.162000000004,21864.829999999998,22033.037,21519.127,679900.5789999999
37 - ESGOTO E ATIVIDADES RELACIONADAS,865.142,864.158,842.802,854.953,870.917,1000.8870000000002,1135.5439999999999,1141.315,1085.632,1103.2089999999998,1000.757,980.33,1416.3609999999999,1411.719,1235.526,1485.537,1215.5079999999998,1124.2150000000001,1239.027,1057.634,1089.6970000000001,1171.871,1194.0769999999998,1327.435,1287.048,1218.406,1198.382,1167.535,1091.943,1074.429,33751.996
"38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",39688.752,40541.615,42491.18,43517.975000000006,42321.407,42863.042,42628.38,43371.638999999996,43496.428,41866.568,42372.22900000001,40182.558000000005,38416.534,41747.121999999996,42008.386,43097.683999999994,42673.289000000004,42804.001000000004,42923.075,45836.927,37953.956,37923.125,42016.298,37392.071,35543.383,45409.64000000001,39074.924,40046.992999999995,39937.613,42052.244,1242199.038
39 - DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,14.822,14.022000000000002,14.206,15.18,14.396,11.853,14.943,11.872,14.437999999999999,17.166999999999998,18.832,19.064999999999998,-9603.963000000002,-7170.440999999999,-7693.236,-7449.447,-7910.192999999999,-9172.152,-11352.447999999999,-12654.166,-13077.197999999999,-13832.122999999998,-13079.167,-13891.273,-13616.214,-11211.767999999998,-13020.612,-11020.617999999999,-11954.59,-14568.595999999998,-202097.40899999999
41 - CONSTRUÇÃO DE EDIFÍCIOS,61917.65999999999,64178.09099999999,65516.33,68319.51500000001,55783.01799999999,55268.45399999999,53657.763,53387.113000000005,54951.908,59793.90099999999,57701.514999999985,64056.840999999986,69850.09999999999,72744.436,71392.47200000001,71121.921,44066.117,40528.139,40094.415,40399.759000000005,39370.531,42574.068,43682.97,41777.228,47026.892,52208.34,49650.270000000004,42965.303,40850.97900000001,38457.481,1603293.5299999998
42 - OBRAS DE INFRA-ESTRUTURA,16179.081,17638.126,17143.188000000002,18213.292999999998,18137.344,18269.111,17943.400999999998,17916.634,19842.378,19535.703999999998,18758.914,20361.504,17709.589,19604.928,19900.48,20646.157,20028.166,19508.832,18300.531000000003,20904.269,20616.977,20589.791999999998,20450.488,18673.445999999996,17374.84,20442.917,19814.506999999998,19597.372,18305.565,18044.537,570452.071
43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,9789.173,11001.511999999999,11225.429,11216.913999999999,10409.627,10816.233,10153.314999999999,10708.663999999999,10865.945,10617.561,10699.115,12396.051000000001,12198.642000000002,12378.965,14848.061,12651.269999999999,31018.452999999998,29235.661999999997,29111.173000000003,30687.942,28851.767000000003,30054.531000000003,31036.742,29771.461000000003,33947.201,37970.123,35605.504,31614.434,30487.422999999995,31498.384999999995,622867.2779999999
Total Geral,14767525.035,14514987.705999997,15780162.605999995,15681737.019,15593106.671,15482698.881000003,15547151.678,15957131.858,15820110.841999996,16065861.362,15898033.094,15506767.509,15329038.554999998,15471717.527999999,16079983.707999995,16233860.160000004,16428308.879,16237757.304999998,16607046.824000001,17187354.175000004,16828918.917000007,16719331.859,16742815.046,16253718.116000002,15895499.556999996,15746359.642999997,16574807.67,16455972.811999999,16700357.144999998,16316537.734000005,480424659.8939999
